date,item_id,store_id,units_sold,predicted_units_sold,revenue
2011-05-29,FOODS_1_009,CA_1,0,0.005732081961907267,0.0
2011-05-30,FOODS_1_009,CA_1,0,0.005732081961907267,0.0
2011-05-31,FOODS_1_009,CA_1,0,0.005732081961907267,0.0
2011-06-01,FOODS_1_009,CA_1,0,0.025227864145183188,0.0
2011-06-02,FOODS_1_009,CA_1,0,0.02246489043041482,0.0
2011-06-03,FOODS_1_009,CA_1,0,0.02246489043041482,0.0
2011-06-04,FOODS_1_009,CA_1,0,0.008868724485422488,0.0
2011-06-05,FOODS_1_009,CA_1,0,0.0036669793441452695,0.0
2011-06-06,FOODS_1_009,CA_1,0,0.0036669793441452695,0.0
2011-06-07,FOODS_1_009,CA_1,0,0.0036669793441452695,0.0
2011-06-08,FOODS_1_009,CA_1,0,0.0036669793441452695,0.0
2011-06-09,FOODS_1_009,CA_1,0,0.0036669793441452695,0.0
2011-06-10,FOODS_1_009,CA_1,0,0.0036669793441452695,0.0
2011-06-11,FOODS_1_009,CA_1,0,0.0036669793441452695,0.0
2011-06-12,FOODS_1_009,CA_1,0,0.0036669793441452695,0.0
2011-06-13,FOODS_1_009,CA_1,0,0.0036669793441452695,0.0
2011-06-14,FOODS_1_009,CA_1,0,0.0036669793441452695,0.0
2011-06-15,FOODS_1_009,CA_1,0,0.0036669793441452695,0.0
2011-06-16,FOODS_1_009,CA_1,0,0.0036669793441452695,0.0
2011-06-17,FOODS_1_009,CA_1,0,0.0036669793441452695,0.0
2011-06-18,FOODS_1_009,CA_1,0,0.0036669793441452695,0.0
2011-06-19,FOODS_1_009,CA_1,0,0.005732081961907267,0.0
2011-06-20,FOODS_1_009,CA_1,0,0.005732081961907267,0.0
2011-06-21,FOODS_1_009,CA_1,0,0.005732081961907267,0.0
2011-06-22,FOODS_1_009,CA_1,0,0.005732081961907267,0.0
2011-06-23,FOODS_1_009,CA_1,0,0.005732081961907267,0.0
2011-06-24,FOODS_1_009,CA_1,0,0.005732081961907267,0.0
2011-06-25,FOODS_1_009,CA_1,0,0.005732081961907267,0.0
2011-06-26,FOODS_1_009,CA_1,0,0.005732081961907267,0.0
2011-05-28,FOODS_1_010,CA_1,0,0.005732081961907267,0.0
2011-05-29,FOODS_1_010,CA_1,0,0.005732081961907267,0.0
2011-05-30,FOODS_1_010,CA_1,0,0.005732081961907267,0.0
2011-05-31,FOODS_1_010,CA_1,0,0.005732081961907267,0.0
2011-06-01,FOODS_1_010,CA_1,0,0.025227864145183188,0.0
2011-06-02,FOODS_1_010,CA_1,0,0.02246489043041482,0.0
2011-06-03,FOODS_1_010,CA_1,0,0.02246489043041482,0.0
2011-06-04,FOODS_1_010,CA_1,0,0.008868724485422488,0.0
2011-06-05,FOODS_1_010,CA_1,0,0.0036669793441452695,0.0
2011-06-06,FOODS_1_010,CA_1,0,0.0036669793441452695,0.0
2011-06-07,FOODS_1_010,CA_1,0,0.0036669793441452695,0.0
2011-06-08,FOODS_1_010,CA_1,0,0.0036669793441452695,0.0
2011-06-09,FOODS_1_010,CA_1,0,0.0036669793441452695,0.0
2011-06-10,FOODS_1_010,CA_1,0,0.0036669793441452695,0.0
2011-06-11,FOODS_1_010,CA_1,0,0.0036669793441452695,0.0
2011-06-12,FOODS_1_010,CA_1,0,0.0036669793441452695,0.0
2011-06-13,FOODS_1_010,CA_1,0,0.0036669793441452695,0.0
2011-06-14,FOODS_1_010,CA_1,0,0.0036669793441452695,0.0
2011-06-15,FOODS_1_010,CA_1,0,0.0036669793441452695,0.0
2011-06-16,FOODS_1_010,CA_1,0,0.0036669793441452695,0.0
2011-06-17,FOODS_1_010,CA_1,0,0.0036669793441452695,0.0
2011-06-18,FOODS_1_010,CA_1,0,0.0036669793441452695,0.0
2011-06-19,FOODS_1_010,CA_1,0,0.005732081961907267,0.0
2011-06-20,FOODS_1_010,CA_1,0,0.005732081961907267,0.0
2011-06-21,FOODS_1_010,CA_1,0,0.005732081961907267,0.0
2011-06-22,FOODS_1_010,CA_1,0,0.005732081961907267,0.0
2011-06-23,FOODS_1_010,CA_1,0,0.005732081961907267,0.0
2011-06-24,FOODS_1_010,CA_1,0,0.005732081961907267,0.0
2011-06-25,FOODS_1_010,CA_1,0,0.005732081961907267,0.0
2011-06-26,FOODS_1_010,CA_1,0,0.005732081961907267,0.0
2011-05-28,FOODS_1_011,CA_1,0,0.005732081961907267,0.0
2011-05-29,FOODS_1_011,CA_1,0,0.005732081961907267,0.0
2011-05-30,FOODS_1_011,CA_1,0,0.005732081961907267,0.0
2011-05-31,FOODS_1_011,CA_1,0,0.005732081961907267,0.0
2011-06-01,FOODS_1_011,CA_1,0,0.025227864145183188,0.0
2011-06-02,FOODS_1_011,CA_1,0,0.02246489043041482,0.0
2011-06-03,FOODS_1_011,CA_1,0,0.02246489043041482,0.0
2011-06-04,FOODS_1_011,CA_1,0,0.008868724485422488,0.0
2011-06-05,FOODS_1_011,CA_1,0,0.0036669793441452695,0.0
2011-06-06,FOODS_1_011,CA_1,0,0.0036669793441452695,0.0
2011-06-07,FOODS_1_011,CA_1,2,0.0036669793441452695,4.96
2011-06-08,FOODS_1_011,CA_1,0,0.23064682299996903,0.0
2011-06-09,FOODS_1_011,CA_1,0,0.23064682299996903,0.0
2011-06-10,FOODS_1_011,CA_1,0,0.23064682299996903,0.0
2011-06-11,FOODS_1_011,CA_1,0,0.23064682299996903,0.0
2011-06-12,FOODS_1_011,CA_1,1,0.23064682299996903,2.48
2011-06-13,FOODS_1_011,CA_1,0,0.27541188905532016,0.0
2011-06-14,FOODS_1_011,CA_1,0,0.32947721664015855,0.0
2011-06-15,FOODS_1_011,CA_1,1,0.27541188905532016,2.48
2011-06-16,FOODS_1_011,CA_1,1,0.3363300591344936,2.48
2011-06-17,FOODS_1_011,CA_1,1,0.35828009097083685,2.48
2011-06-18,FOODS_1_011,CA_1,0,0.39517933316574655,0.0
2011-06-19,FOODS_1_011,CA_1,0,0.4075794465927929,0.0
2011-06-20,FOODS_1_011,CA_1,1,0.39724443578350854,2.48
2011-06-21,FOODS_1_011,CA_1,0,0.4355548182856547,0.0
2011-06-22,FOODS_1_011,CA_1,0,0.3706802043978832,0.0
2011-06-23,FOODS_1_011,CA_1,0,0.3706802043978832,0.0
2011-06-24,FOODS_1_011,CA_1,1,0.3706802043978832,2.48
2011-06-25,FOODS_1_011,CA_1,1,0.39724443578350854,2.48
2011-06-26,FOODS_1_011,CA_1,0,0.4355548182856547,0.0
2011-05-28,FOODS_1_012,CA_1,0,0.005732081961907267,0.0
2011-05-29,FOODS_1_012,CA_1,0,0.005732081961907267,0.0
2011-05-30,FOODS_1_012,CA_1,0,0.005732081961907267,0.0
2011-05-31,FOODS_1_012,CA_1,0,0.005732081961907267,0.0
2011-06-01,FOODS_1_012,CA_1,0,0.025227864145183188,0.0
2011-06-02,FOODS_1_012,CA_1,0,0.02246489043041482,0.0
2011-06-03,FOODS_1_012,CA_1,0,0.02246489043041482,0.0
2011-06-04,FOODS_1_012,CA_1,0,0.008868724485422488,0.0
2011-06-05,FOODS_1_012,CA_1,0,0.0036669793441452695,0.0
2011-06-06,FOODS_1_012,CA_1,0,0.0036669793441452695,0.0
2011-06-07,FOODS_1_012,CA_1,0,0.0036669793441452695,0.0
2011-06-08,FOODS_1_012,CA_1,0,0.0036669793441452695,0.0
2011-06-09,FOODS_1_012,CA_1,0,0.0036669793441452695,0.0
2011-06-10,FOODS_1_012,CA_1,0,0.0036669793441452695,0.0
2011-06-11,FOODS_1_012,CA_1,0,0.0036669793441452695,0.0
2011-06-12,FOODS_1_012,CA_1,0,0.0036669793441452695,0.0
2011-06-13,FOODS_1_012,CA_1,0,0.0036669793441452695,0.0
2011-06-14,FOODS_1_012,CA_1,0,0.0036669793441452695,0.0
2011-06-15,FOODS_1_012,CA_1,0,0.0036669793441452695,0.0
2011-06-16,FOODS_1_012,CA_1,0,0.0036669793441452695,0.0
2011-06-17,FOODS_1_012,CA_1,0,0.0036669793441452695,0.0
2011-06-18,FOODS_1_012,CA_1,0,0.0036669793441452695,0.0
2011-06-19,FOODS_1_012,CA_1,0,0.005732081961907267,0.0
2011-06-20,FOODS_1_012,CA_1,0,0.005732081961907267,0.0
2011-06-21,FOODS_1_012,CA_1,0,0.005732081961907267,0.0
2011-06-22,FOODS_1_012,CA_1,0,0.005732081961907267,0.0
2011-06-23,FOODS_1_012,CA_1,0,0.005732081961907267,0.0
2011-06-24,FOODS_1_012,CA_1,0,0.005732081961907267,0.0
2011-06-25,FOODS_1_012,CA_1,0,0.005732081961907267,0.0
2011-06-26,FOODS_1_012,CA_1,0,0.005732081961907267,0.0
2011-05-28,FOODS_1_013,CA_1,4,1.0978912064459798,5.76
2011-05-29,FOODS_1_013,CA_1,19,0.689917292497579,27.36
2011-05-30,FOODS_1_013,CA_1,5,1.8482811264887566,7.199999999999999
2011-05-31,FOODS_1_013,CA_1,3,1.9398425551299219,4.32
2011-06-01,FOODS_1_013,CA_1,0,1.927983012887957,0.0
2011-06-02,FOODS_1_013,CA_1,1,1.9252200391731886,1.44
2011-06-03,FOODS_1_013,CA_1,5,1.9252200391731886,7.199999999999999
2011-06-04,FOODS_1_013,CA_1,5,2.0513678899787684,7.199999999999999
2011-06-05,FOODS_1_013,CA_1,0,5.695322631753874,0.0
2011-06-06,FOODS_1_013,CA_1,1,2.347309794898922,1.44
2011-06-07,FOODS_1_013,CA_1,0,2.3091541615070774,0.0
2011-06-08,FOODS_1_013,CA_1,0,2.48616802900791,0.0
2011-06-09,FOODS_1_013,CA_1,3,3.156346088937877,4.32
2011-06-10,FOODS_1_013,CA_1,4,2.6208854275045255,5.76
2011-06-11,FOODS_1_013,CA_1,2,2.8669970236111006,2.88
2011-06-12,FOODS_1_013,CA_1,5,1.1063641135041156,7.199999999999999
2011-06-13,FOODS_1_013,CA_1,1,1.9913502741169247,1.44
2011-06-14,FOODS_1_013,CA_1,0,1.773014765887175,0.0
2011-06-15,FOODS_1_013,CA_1,0,1.695619039274337,0.0
2011-06-16,FOODS_1_013,CA_1,5,1.7460160647246952,7.199999999999999
2011-06-17,FOODS_1_013,CA_1,3,1.9171375638082866,4.32
2011-06-18,FOODS_1_013,CA_1,3,1.7042953104567666,4.32
2011-06-19,FOODS_1_013,CA_1,0,1.82746698915186,0.0
2011-06-20,FOODS_1_013,CA_1,0,1.6953080333406008,0.0
2011-06-21,FOODS_1_013,CA_1,0,1.6414836554886802,0.0
2011-06-22,FOODS_1_013,CA_1,3,1.6303389327937068,4.32
2011-06-23,FOODS_1_013,CA_1,0,1.927679323443835,0.0
2011-06-24,FOODS_1_013,CA_1,1,1.6664783723301966,1.44
2011-06-25,FOODS_1_013,CA_1,3,1.7569585961271128,4.32
2011-06-26,FOODS_1_013,CA_1,0,-0.19927790578677124,0.0
2011-05-28,FOODS_1_014,CA_1,0,0.005732081961907267,0.0
2011-05-29,FOODS_1_014,CA_1,0,0.005732081961907267,0.0
2011-05-30,FOODS_1_014,CA_1,0,0.005732081961907267,0.0
2011-05-31,FOODS_1_014,CA_1,0,0.005732081961907267,0.0
2011-06-01,FOODS_1_014,CA_1,0,0.025227864145183188,0.0
2011-06-02,FOODS_1_014,CA_1,0,0.02246489043041482,0.0
2011-06-03,FOODS_1_014,CA_1,0,0.02246489043041482,0.0
2011-06-04,FOODS_1_014,CA_1,0,0.008868724485422488,0.0
2011-06-05,FOODS_1_014,CA_1,0,0.0036669793441452695,0.0
2011-06-06,FOODS_1_014,CA_1,0,0.0036669793441452695,0.0
2011-06-07,FOODS_1_014,CA_1,0,0.0036669793441452695,0.0
2011-06-08,FOODS_1_014,CA_1,0,0.0036669793441452695,0.0
2011-06-09,FOODS_1_014,CA_1,0,0.0036669793441452695,0.0
2011-06-10,FOODS_1_014,CA_1,0,0.0036669793441452695,0.0
2011-06-11,FOODS_1_014,CA_1,0,0.0036669793441452695,0.0
2011-06-12,FOODS_1_014,CA_1,0,0.0036669793441452695,0.0
2011-06-13,FOODS_1_014,CA_1,0,0.0036669793441452695,0.0
2011-06-14,FOODS_1_014,CA_1,0,0.0036669793441452695,0.0
2011-06-15,FOODS_1_014,CA_1,0,0.0036669793441452695,0.0
2011-06-16,FOODS_1_014,CA_1,0,0.0036669793441452695,0.0
2011-06-17,FOODS_1_014,CA_1,0,0.0036669793441452695,0.0
2011-06-18,FOODS_1_014,CA_1,0,0.0036669793441452695,0.0
2011-06-19,FOODS_1_014,CA_1,0,0.005732081961907267,0.0
2011-06-20,FOODS_1_014,CA_1,0,0.005732081961907267,0.0
2011-06-21,FOODS_1_014,CA_1,0,0.005732081961907267,0.0
